reaction,Chemostat u=0.11,Chemostat u=0.12,Chemostat u=0.20,Chemostat u=0.21 (1),Chemostat u=0.21,Chemostat u=0.22,Galactose ,Chemostat u=0.26,Acetate,Chemostat u=0.31 (1),Chemostat u=0.31,Chemostat u=0.35,Chemostat u=0.36,Pyruvate,Chemostat u=0.4,Chemostat u=0.41,Fumarate,Succinate,Glucosamine,Chemostat u=0.46,Glycerol,Mannose,Chemostat u=0.49,Chemostat u=0.5,Chemostat u=0.51,Xylose,Glucose + salts,Glucose,pH6 glucose,Fructose,42C glucose
NTD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMEACPE,2.1999999999999998e-07,2.4e-07,4e-07,4.1999999999999995e-07,4.1999999999999995e-07,4.3999999999999997e-07,5.2e-07,5.2e-07,6e-07,6.2e-07,6.2e-07,7e-07,7.2e-07,8e-07,8e-07,8.199999999999999e-07,8.399999999999999e-07,8.799999999999999e-07,9.2e-07,9.2e-07,9.399999999999999e-07,9.399999999999999e-07,9.8e-07,1e-06,1.02e-06,1.1e-06,1.1e-06,1.16e-06,1.26e-06,1.3e-06,1.32e-06
PItex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDPA,0.04192309000000021,0.045734279999999766,0.07622379999999963,0.08003499000000036,0.08003499000000036,0.0838461800000005,0.09909094000000022,0.09909094000000022,0.11433569999999935,0.11814689000000021,0.11814689000000021,0.13339165000000017,0.13720283999999988,0.15244759999999927,0.15244760000000052,0.15625879000000004,0.16006998000000003,0.1676923600000011,0.1753147399999991,0.1753147399999991,0.1791259299999988,0.1791259299999988,0.18674831000000267,0.19055950000000008,0.19437069000000112,0.20961545000000004,0.20961545000000004,0.2210490200000012,0.24010496999999945,0.24772735000000146,0.2515385400000008
DCAtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Htex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2DGULRy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2DGULRx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAMptspp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.745380125103807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRt2rpp_reverse,0.00057255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018738000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5CR,0.02431605,0.0265266,0.044211,0.04642155,0.04642155,0.0486321,0.0574743,0.0574743,0.0663165,0.06852705,0.06852705,0.07736925,0.07957979999999999,0.088422,0.088422,0.09063254999999999,0.0928431,0.0972642,0.1016853,0.1016853,0.10389585,0.10389585,0.10831695,0.1105275,0.11273805,0.12158025000000001,0.12158025000000001,0.1282119,0.13926465,0.14368575,0.1458963
EX_glyclt_e,7.35899999999845e-05,8.028000000000896e-05,0.00013380000000001724,0.00014048999999999312,0.00014048999999999312,0.00014717999999998288,0.0001739400000000113,0.0001739400000000113,0.00020069999999995647,0.00020738999999994623,0.00020738999999994623,0.00023414999999998853,0.00024083999999999217,0.0002676000000000345,0.0002676000000000345,0.0002742899999999826,0.00028098000000004175,0.0002943599999999935,0.00030774000000002855,0.00030774000000002855,0.00031443000000000443,0.00031443000000000443,0.00032780999999998395,0.00033449999999995983,0.00034118999999996347,0.00036795000000003353,0.00036795000000003353,0.0003880199999999612,0.0004214700000000904,0.0004348500000000144,0.00044154000000007354
EX_dimp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUTRR,0.00039248,0.00042815999999999997,0.0007136,0.00074928,0.00074928,0.00078496,0.0009276800000000001,0.0009276800000000001,0.0010704,0.00110608,0.00110608,0.0012488,0.00128448,0.0014272,0.0014272,0.00146288,0.00149856,0.00156992,0.0016412800000000002,0.0016412800000000002,0.00167696,0.00167696,0.00174832,0.001784,0.00181968,0.0019624,0.0019624,0.0020694399999999996,0.00224784,0.0023192,0.00235488
GLUTRS,0.00039248,0.00042815999999999997,0.0007136,0.00074928,0.00074928,0.00078496,0.0009276800000000001,0.0009276800000000001,0.0010704,0.00110608,0.00110608,0.0012488,0.00128448,0.0014272,0.0014272,0.00146288,0.00149856,0.00156992,0.0016412800000000002,0.0016412800000000002,0.00167696,0.00167696,0.00174832,0.001784,0.00181968,0.0019624,0.0019624,0.0020694399999999996,0.00224784,0.0023192,0.00235488
ULA4Ntppi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_peamn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4Pt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_duri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBZOPT,2.453000000022425e-05,2.6759999999760413e-05,4.459999999960069e-05,4.683000000037631e-05,4.683000000037631e-05,4.9060000000520926e-05,5.7980000000212514e-05,5.7980000000212514e-05,6.689999999940147e-05,6.913000000026946e-05,6.913000000026946e-05,7.805000000018873e-05,8.027999999988406e-05,8.919999999920138e-05,8.920000000046339e-05,9.143000000006937e-05,9.366e-05,9.812000000107915e-05,0.00010257999999908028,0.00010257999999908028,0.00010480999999881377,0.00010480999999881377,0.00010927000000265398,0.00011150000000013406,0.00011373000000116772,0.00012264999999996896,0.00012264999999996983,0.0001293400000012563,0.00014048999999935127,0.0001449500000014186,0.00014718000000067677
EX_hxa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5SADs,0.02431605,0.0265266,0.044211,0.04642155,0.04642155,0.0486321,0.0574743,0.0574743,0.0663165,0.06852705,0.06852705,0.07736925,0.07957979999999999,0.088422,0.088422,0.09063254999999999,0.0928431,0.0972642,0.1016853,0.1016853,0.10389585,0.10389585,0.10831695,0.1105275,0.11273805,0.12158025000000001,0.12158025000000001,0.1282119,0.13926465,0.14368575,0.1458963
ALAALAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYStex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPG141tipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMMBLHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMPHHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANTS,6.33600000000123e-05,6.91200000000336e-05,0.00011519999999998198,0.0001209600000000588,0.00012095999999994778,0.00012671999999991357,0.00014975999999999878,0.00014975999999999878,0.00017279999999986195,0.00017855999999993877,0.00017855999999993877,0.00020160000000002398,0.00020735999999987875,0.000230400000000186,0.000230400000000186,0.00023615999999981874,0.0002419200000001731,0.00025343999999982714,0.00026495999999998077,0.0002649600000002028,0.0002707200000000576,0.0002707200000000576,0.0002822399999997671,0.000288000000000066,0.00029375999999992075,0.000316800000000228,0.000316800000000228,0.00033408000000001437,0.00036287999999995435,0.000374400000000108,0.0003801600000001848
E4PD,2.453e-05,2.6759999999999998e-05,4.46e-05,4.683e-05,4.683e-05,4.906e-05,5.7980000000000004e-05,5.7980000000000004e-05,6.69e-05,6.913e-05,6.913e-05,7.805e-05,8.028e-05,8.92e-05,8.92e-05,9.143e-05,9.366e-05,9.812e-05,0.00010258000000000001,0.00010258000000000001,0.00010481,0.00010481,0.00010927,0.0001115,0.00011373,0.00012265,0.00012265,0.00012933999999999998,0.00014049,0.00014495,0.00014718
PLIPA2A180pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCYSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppal_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydam_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREHpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM_reverse,5.6623749896877404,6.069749988750004,9.3287499812503,9.676063615312893,9.736124980312672,10.080578549374943,11.69863828562527,11.69863828562503,13.316698021875476,13.721212955937766,13.80987497093788,15.439374967187732,15.743787626250889,5.353931387595919,17.476249962500663,17.766362296563518,13.186195231363717,17.239243001875664,19.644262136874357,19.78893696687592,20.375957939189927,20.062285475936953,21.142624954062704,21.54999995312569,21.811511637188104,24.249295965808518,23.586874948438425,24.80899994562616,26.845874940938582,27.474720714063487,28.067999938126327
EX_pi_e_reverse,0.10610941000002588,0.11575572000000794,0.19292620000003935,0.20257251000005905,0.20257251000001408,0.21221881999997927,0.2508040600000514,0.25080406000004807,0.2893893000000789,0.2990356100000324,0.2990356100000614,0.33762085000003417,0.3472671600001238,0.385852399999985,0.3858524000001027,0.3954987100001426,0.40514502000002395,0.42443764000007045,0.443730259999926,0.44373026000015914,0.45337657000000364,0.45337656999991793,0.4726691899999982,0.48231550000009893,0.4919618100001095,0.5305470499999236,0.530547050000163,0.5594859800001664,0.6077175300001303,0.6270101500001231,0.6366564600001738
42A12BOOXpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLS,0.09616959000000001,0.10491228000000002,0.1748538,0.18359649000000006,0.18359648999999995,0.19233917999999992,0.22730994,0.22730994,0.26228069999999987,0.2710233899999999,0.2710233899999999,0.30599414999999996,0.3147368399999999,0.34970760000000023,0.34970760000000023,0.35845028999999984,0.36719298000000017,0.38467835999999983,0.40216374,0.4021637400000002,0.41090643000000004,0.41090643000000004,0.42839180999999976,0.4371345000000001,0.4458771899999999,0.48084795000000025,0.48084795000000025,0.50707602,0.55078947,0.5682748500000001,0.5770175400000002
GALCTNtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDONt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD6_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_o16a4colipa_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_urea_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
LPLIPAL2ATG120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCTO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCTO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LALADGLUtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOX_reverse,0.00025057999999993086,0.000273359999998779,0.00045560000000169354,0.00047838000000138825,0.00047837999999764125,0.0005011599999967531,0.0005922800000015271,0.0005922800000007777,0.0006834000000007223,0.0007061800000012219,0.0007061800000014995,0.0007973000000031927,0.0008200800000043862,0.0009112000000000009,0.0009111999999992793,0.0009339799999996679,0.0009567600000019996,0.0010023199999986687,0.001047879999997614,0.0010478800000007782,0.0010706600000029987,0.0010706599999988353,0.0011162200000027767,0.0011390000000018885,0.0011617800000065515,0.0012529000000007784,0.0012528999999955603,0.0013212399999992797,0.0014351399999985581,0.0014807000000066628,0.0015034800000007786
LYXt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYALDtpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBt2rpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK8_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPEAT181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPEAT180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5MTRtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPA181pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBALT2abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTBO3_4pp,2.64359739562499,2.8123335225000154,4.162222537499997,4.330958664375012,4.330958664374993,4.499694791249978,5.174639298750052,5.174639298750073,5.849583806250005,6.018319933124981,6.018319933124998,6.693264440624995,6.862000567499981,8.332990264961616,7.536945074999981,7.7056812018750245,6.885226730454532,8.908155221249977,8.53849571625001,8.549361836250036,8.97357995782406,8.718097963125006,9.05557021687502,9.224306343750046,9.393042470625085,10.067986978125003,10.067986978124992,10.57419535874999,11.417875993124968,11.755348246874972,11.924084373749988
EX_no_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
